Symbol,dbsym,sector,cik,px_12m,px_ytd,px_q1,eps_ttm,eps_q
FSLR,FSLR,Information Technology,1274494,37.45936330736674,-14.22009569377991,-24.478468899521523,31.52081563296519,65.12820512820514
FE,FE,Utilities,1031296,20.103986135181962,8.353808353808345,13.17846772392226,-2.1276595744680753,12.903225806451607
FISV,FISV,Financials,798354,,,,4.424778761061963,-29.13907284768212
FLEX,FLEX,Information Technology,866374,182.3292758407262,126.5083174708268,8.400231730530482,,
F,F,Consumer Discretionary,37996,18.201948627103647,1.5987818804720222,-12.29539398553483,-224.00000000000003,425.0
FTNT,FTNT,Information Technology,1262039,103.33886556672849,96.71326029467325,2.9215464047349204,6.172839506172855,28.57142857142855
FTV,FTV,Industrials,1659166,17.880670054583092,13.429321742280177,0.11772163361405408,-26.754385964912274,-12.0
FOXA,FOXA,Communication Services,1754301,26.116669644452383,-3.437072503419969,-20.11627906976743,83.06451612903226,-49.333333333333336
FOX,FOX,Communication Services,1754301,-2.034883720930236,-22.146927460341914,-18.219621130448182,83.06451612903226,-49.333333333333336
BEN,BEN,Financials,38777,40.09860312243221,42.67782426778244,-1.1297071129707126,29.545454545454557,88.46153846153845
FCX,FCX,Materials,831259,73.01033151680289,20.03741630563214,15.852697912564008,,154.16666666666669
GRMN,GRMN,Consumer Discretionary,1121788,13.64432867629648,18.355569804434136,14.5034402821278,18.050065876152846,21.511627906976738
IT,IT,Information Technology,749251,-44.13081445403784,-32.45420119750981,-21.537332963241994,-36.9077306733167,17.343173431734325
GE,GE,Industrials,40545,51.519043223502045,22.558026294432732,-7.889952929719202,26.479750778816218,-1.0928961748633887
GEHC,GEHC,Health Care,1932393,-13.653719552337073,-20.03414217778321,-13.242287525911479,-12.394957983193274,-30.89430894308943
GEV,GEV,Industrials,1996810,120.00948597853798,70.41759789364113,33.655818510240955,391.66666666666663,1816.4835164835165
GEN,GEN,Information Technology,849399,-10.550150956055015,-1.930856932695857,-30.820154468554627,,
GNRC,GNRC,Industrials,1474735,72.31199290925207,85.39465962441315,43.254841549295776,-44.153577661431065,69.86301369863014
GD,GD,Industrials,40533,26.886103468188473,10.974450386215096,1.9637551990492996,,
GIS,GIS,Consumer Staples,40704,-29.366422259823267,-19.22167275854655,-19.941947968178887,-117.77777777777779,-50.0
GM,GM,Consumer Discretionary,1467858,45.98076923076921,-6.669945288006396,-8.40351632138685,-61.731843575418985,-15.820895522388067
GPC,GPC,Consumer Discretionary,40987,5.856538737732375,7.905652704351351,-13.997559983733233,-92.77504105090311,-2.142857142857129
GILD,GILD,Health Care,882095,17.47225205871823,6.903433388995239,13.509550767726953,54.41176470588237,54.807692307692314
GPN,GPN,Financials,1123360,-4.11075872163943,1.5239571225623028,-13.056954668733066,-133.17152103559872,-631.4516129032259
GL,GL,Financials,320335,44.59351221465759,29.057048899056337,-0.47183299971403914,17.671009771986988,12.624584717607986
GDDY,GDDY,Information Technology,1609711,-50.40367795469838,-28.707285622179246,-33.389748549323016,,5.960264900662257
GS,GS,Financials,886982,44.4942182214485,16.149382786279066,-3.8637010068832134,27.089136490250702,24.291784702549588
HAL,HAL,Energy,45012,55.37735849056604,16.58113608210936,38.01097150946735,,129.16666666666669
HIG,HIG,Financials,874766,8.863259341180196,0.014514841425361524,-1.865157123158423,41.67497507477569,41.39534883720931
HAS,HAS,Consumer Discretionary,46080,4.1433952461358725,-2.201622247972179,14.167225712020493,-153.13531353135315,98.57142857142857
HCA,HCA,Health Care,860730,5.315900225826309,-12.10781059259418,1.2892724819566048,28.90763765541741,10.852713178294577
DOC,DOC,Real Estate,765880,22.31543624161074,36.00746268656718,2.2388059701492713,-21.951219512195102,366.66666666666674
HSIC,HSIC,Health Care,1000228,16.084854994629417,14.365079365079358,-2.5396825396825196,3.1152647975077907,4.545454545454549
